sample_ratio,mean,ci_lower,ci_upper
1,9.338775510204081e-05,8.797641543359733e-05,9.87990947704843e-05
1e-05,0.0,0.0,0.0
2e-05,0.0,0.0,0.0
3.0000000000000004e-05,0.0,0.0,0.0
4e-05,0.0,0.0,0.0
5e-05,0.0,0.0,0.0
6.000000000000001e-05,0.0,0.0,0.0
7.000000000000001e-05,0.0,0.0,0.0
8e-05,0.0,0.0,0.0
9e-05,0.0,0.0,0.0
0.0001,0.0,0.0,0.0
0.00011,0.0,0.0,0.0
0.00012000000000000002,0.0,0.0,0.0
0.00013000000000000002,0.0,0.0,0.0
0.00014000000000000001,0.000594883997620464,-0.0005719078235114386,0.0017616758187523666
0.00015000000000000001,0.0,0.0,0.0
0.00016,0.0,0.0,0.0
0.00017,0.0,0.0,0.0
0.00018,0.0004725897920604915,-0.00045419955436207276,0.0013993791384830558
0.00019,0.00043402777777777775,-0.00041709834878773694,0.0012851539043432923
0.0002,0.0,0.0,0.0
0.00021,0.0,0.0,0.0
0.00022,0.0,0.0,0.0
0.00023,0.0,0.0,0.0
0.00024000000000000003,0.0,0.0,0.0
0.00025,0.00033057851239669424,-0.0003176029006651928,0.0009787599254585813
0.00026000000000000003,0.0,0.0,0.0
0.00027,0.0009233610341643582,-0.00012156878575711406,0.0019682908540858304
0.00028000000000000003,0.0,0.0,0.0
0.00029,0.0,0.0,0.0
0.00030000000000000003,0.0,0.0,0.0
0.00031,0.0,0.0,0.0
0.00032,0.00026014568158168577,-0.00024989112185288046,0.000770182485016252
0.00033000000000000005,0.0002519526329050139,-0.00024201612861081916,0.000745921394420847
0.00034,0.0,0.0,0.0
0.00035000000000000005,0.0,0.0,0.0
0.00036,0.0004591368227731864,-0.0001772864727162203,0.001095560118262593
0.00037000000000000005,0.0,0.0,0.0
0.00038,0.0,0.0,0.0
0.00039000000000000005,0.0004200798151648813,-0.00016219730935162092,0.0010023569396813835
0.0004,0.0,0.0,0.0
0.00041000000000000005,0.0,0.0,0.0
0.00042,0.0,0.0,0.0
0.00043000000000000004,0.00038580246913580245,-0.00014895594457416204,0.0009205608828457669
0.00044,0.0,0.0,0.0
0.00045000000000000004,0.0003652300949598247,-0.00014100937692019118,0.0008714695668398406
0.00046,0.0,0.0,0.0
0.00047000000000000004,0.0,0.0,0.0
0.00048000000000000007,0.0,0.0,0.0
0.0004900000000000001,0.00016866250632484398,-0.00016197744064395597,0.0004993024532936439
0.0005,0.0001643655489809336,-0.0001578491197554562,0.0004865802177173234
0.00051,0.0,0.0,0.0
0.0005200000000000001,0.0,0.0,0.0
0.0005300000000000001,0.00015625,-0.00015005230918524527,0.0004625523091852453
0.00054,0.00015241579027587258,-0.00014636879695919774,0.0004512003775109429
